Latitude (decimal degrees):	2.303
Longitude (decimal degrees):	32.964
Elevation (m):	1120
Radiation database:	PVGIS-SARAH2


Slope: 4 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20190119:0806,647.18,872.77,54.35,27.19,1.45,0.0
20190119:0906,701.59,983.84,63.97,28.78,0.76,0.0
20190119:1006,702.38,1007.7,67.27,29.78,0.28,0.0
20190119:1106,679.23,945.66,61.92,29.95,1.1,0.0
20190119:1206,624.63,851.71,51.37,30.33,1.52,0.0
20190119:1306,282.6,377.39,38.75,29.88,1.86,0.0
20190119:1406,172.34,236.74,25.27,29.66,2.0,0.0
20190119:1506,89.19,143.65,11.42,29.18,1.86,0.0
20190119:1606,0.0,0.0,0.0,28.32,0.97,0.0
20190119:1706,0.0,0.0,0.0,27.48,0.41,0.0
20190119:1806,0.0,0.0,0.0,25.6,0.76,0.0
20190119:1906,0.0,0.0,0.0,24.44,1.79,0.0
20190119:2006,0.0,0.0,0.0,23.45,1.66,0.0
20190119:2106,0.0,0.0,0.0,22.64,1.45,0.0
20190119:2206,0.0,0.0,0.0,22.09,1.31,0.0
20190119:2306,0.0,0.0,0.0,21.47,1.59,0.0
20190120:0006,0.0,0.0,0.0,21.26,1.72,0.0
20190120:0106,0.0,0.0,0.0,20.95,1.72,0.0
20190120:0206,0.0,0.0,0.0,20.79,1.72,0.0
20190120:0306,0.0,0.0,0.0,20.54,1.79,0.0
20190120:0406,0.0,0.0,0.0,20.34,1.79,0.0
20190120:0506,137.87,196.47,14.96,21.23,1.38,0.0
20190120:0606,314.61,408.9,28.76,23.87,1.66,0.0
20190120:0706,530.65,695.68,42.11,26.07,1.72,0.0
20190120:0806,640.62,871.46,54.42,27.94,1.17,0.0
20190120:0906,699.62,983.52,64.12,29.59,0.83,0.0
20190120:1006,728.78,1029.65,67.49,30.22,1.03,0.0
20190120:1106,662.87,924.0,62.13,30.88,1.17,0.0
20190120:1206,618.49,852.4,51.54,31.19,1.17,0.0
20190120:1306,477.06,642.04,38.89,31.26,1.45,0.0
20190120:1406,285.45,388.14,25.39,31.05,1.66,0.0
20190120:1506,87.2,140.83,11.52,30.43,1.66,0.0
20190120:1606,0.0,0.0,0.0,29.45,1.24,0.0
20190120:1706,0.0,0.0,0.0,27.8,1.52,0.0
20190120:1806,0.0,0.0,0.0,26.4,1.93,0.0
20190120:1906,0.0,0.0,0.0,24.82,1.86,0.0
20190120:2006,0.0,0.0,0.0,23.92,1.31,0.0
20190120:2106,0.0,0.0,0.0,23.36,1.45,0.0
20190120:2206,0.0,0.0,0.0,22.75,1.86,0.0
20190120:2306,0.0,0.0,0.0,22.3,1.86,0.0
20190121:0006,0.0,0.0,0.0,22.24,1.59,0.0
20190121:0106,0.0,0.0,0.0,22.07,1.24,0.0
20190121:0206,0.0,0.0,0.0,21.83,1.45,0.0
20190121:0306,0.0,0.0,0.0,21.67,1.59,0.0
20190121:0406,0.0,0.0,0.0,21.52,1.59,0.0
20190121:0506,144.26,207.44,14.92,22.19,1.38,0.0
20190121:0606,360.69,468.37,28.75,24.23,1.93,0.0
20190121:0706,535.44,697.67,42.13,26.17,2.28,0.0
20190121:0806,644.43,864.79,54.49,27.73,1.86,0.0
20190121:0906,711.31,981.16,64.27,28.92,1.52,0.0
20190121:1006,691.65,971.03,67.72,29.66,0.9,0.0
20190121:1106,685.17,962.02,62.35,29.73,0.76,0.0
20190121:1206,602.63,823.12,51.72,28.37,0.76,0.0
20190121:1306,452.97,612.13,39.03,29.63,0.48,0.0
20190121:1406,266.45,361.67,25.51,30.01,1.17,0.0
20190121:1506,55.0,89.42,11.61,29.6,1.45,0.0
20190121:1606,0.0,0.0,0.0,28.24,0.14,0.0
20190121:1706,0.0,0.0,0.0,26.32,1.79,0.0
20190121:1806,0.0,0.0,0.0,24.57,2.48,0.0
20190121:1906,0.0,0.0,0.0,23.32,2.21,0.0
20190121:2006,0.0,0.0,0.0,22.94,1.93,0.0
20190121:2106,0.0,0.0,0.0,22.55,1.93,0.0
20190121:2206,0.0,0.0,0.0,22.06,2.21,0.0
20190121:2306,0.0,0.0,0.0,21.64,2.28,0.0
20190122:0006,0.0,0.0,0.0,21.28,2.0,0.0
20190122:0106,0.0,0.0,0.0,20.96,1.79,0.0
20190122:0206,0.0,0.0,0.0,20.7,1.72,0.0
20190122:0306,0.0,0.0,0.0,20.49,1.79,0.0
20190122:0406,0.0,0.0,0.0,20.34,1.79,0.0
20190122:0506,148.1,212.06,14.88,21.09,1.38,0.0
20190122:0606,367.9,476.81,28.74,23.55,1.79,0.0
20190122:0706,539.92,708.03,42.16,25.6,1.59,0.0
20190122:0806,646.3,883.46,54.57,27.79,0.97,0.0
20190122:0906,608.61,838.79,64.43,29.51,1.03,0.0
20190122:1006,710.62,992.72,67.95,30.73,1.52,0.0
20190122:1106,656.13,911.35,62.57,31.37,1.45,0.0
20190122:1206,531.32,725.64,51.89,32.06,1.45,0.0
20190122:1306,494.37,669.4,39.17,32.35,1.52,0.0
20190122:1406,314.64,430.26,25.62,32.1,1.59,0.0
20190122:1506,105.49,173.75,11.7,31.37,1.31,0.0
20190122:1606,0.0,0.0,0.0,30.15,1.03,0.0
20190122:1706,0.0,0.0,0.0,28.1,1.52,0.0
20190122:1806,0.0,0.0,0.0,26.49,1.59,0.0
20190122:1906,0.0,0.0,0.0,24.98,1.52,0.0
20190122:2006,0.0,0.0,0.0,24.02,0.9,0.0
20190122:2106,0.0,0.0,0.0,23.51,1.52,0.0
20190122:2206,0.0,0.0,0.0,22.36,1.86,0.0
20190122:2306,0.0,0.0,0.0,22.19,1.79,0.0
20190123:0006,0.0,0.0,0.0,21.99,1.79,0.0
20190123:0106,0.0,0.0,0.0,21.55,1.86,0.0
20190123:0206,0.0,0.0,0.0,21.35,1.79,0.0
20190123:0306,0.0,0.0,0.0,21.04,1.79,0.0
20190123:0406,0.0,0.0,0.0,21.03,1.66,0.0
20190123:0506,143.32,206.0,14.85,21.92,1.31,0.0
20190123:0606,361.6,470.03,28.74,24.17,1.79,0.0
20190123:0706,510.98,671.0,42.19,26.44,1.66,0.0
20190123:0806,652.94,884.32,54.65,28.54,1.66,0.0
20190123:0906,636.76,873.91,64.59,30.04,1.59,0.0
20190123:1006,553.69,762.95,68.18,31.11,1.17,0.0
20190123:1106,180.38,250.7,62.79,31.72,0.55,0.0
20190123:1206,602.5,839.38,52.07,32.13,0.83,0.0
20190123:1306,127.27,181.78,39.31,32.17,1.31,0.0
20190123:1406,166.69,232.16,25.74,31.92,1.66,0.0
20190123:1506,38.22,66.23,11.8,31.46,1.38,0.0
20190123:1606,0.0,0.0,0.0,30.49,0.14,0.0
20190123:1706,0.0,0.0,0.0,28.64,0.9,0.0
20190123:1806,0.0,0.0,0.0,26.91,1.17,0.0
20190123:1906,0.0,0.0,0.0,25.4,1.52,0.0
20190123:2006,0.0,0.0,0.0,24.26,1.72,0.0
20190123:2106,0.0,0.0,0.0,23.65,2.07,0.0
20190123:2206,0.0,0.0,0.0,23.41,2.14,0.0
20190123:2306,0.0,0.0,0.0,22.94,2.0,0.0
20190124:0006,0.0,0.0,0.0,22.35,2.0,0.0
20190124:0106,0.0,0.0,0.0,21.8,1.93,0.0
20190124:0206,0.0,0.0,0.0,21.24,1.79,0.0
20190124:0306,0.0,0.0,0.0,20.69,1.59,0.0
20190124:0406,0.0,0.0,0.0,20.36,1.31,0.0
20190124:0506,148.85,214.28,14.82,21.27,0.83,0.0
20190124:0606,369.89,481.96,28.73,23.86,1.38,0.0
20190124:0706,541.52,712.84,42.22,26.68,1.72,0.0
20190124:0806,661.79,890.24,54.73,28.57,2.14,0.0
20190124:0906,729.08,999.95,64.75,30.44,2.41,0.0
20190124:1006,722.68,1002.54,68.42,31.62,2.21,0.0
20190124:1106,637.93,881.82,63.01,32.29,1.86,0.0
20190124:1206,596.1,817.4,52.25,32.0,1.59,0.0
20190124:1306,487.6,658.69,39.45,32.64,1.79,0.0
20190124:1406,85.24,127.85,25.85,32.6,1.93,0.0
20190124:1506,110.62,182.8,11.88,32.17,1.66,0.0
20190124:1606,0.0,0.0,0.0,30.9,0.9,0.0
20190124:1706,0.0,0.0,0.0,28.57,1.1,0.0
20190124:1806,0.0,0.0,0.0,27.69,1.72,0.0
20190124:1906,0.0,0.0,0.0,27.06,2.48,0.0
20190124:2006,0.0,0.0,0.0,26.01,2.41,0.0
20190124:2106,0.0,0.0,0.0,25.03,2.07,0.0
20190124:2206,0.0,0.0,0.0,23.86,1.72,0.0
20190124:2306,0.0,0.0,0.0,23.26,1.72,0.0
20190125:0006,0.0,0.0,0.0,22.36,1.72,0.0
20190125:0106,0.0,0.0,0.0,21.6,1.72,0.0
20190125:0206,0.0,0.0,0.0,21.38,1.72,0.0
20190125:0306,0.0,0.0,0.0,21.03,1.66,0.0
20190125:0406,0.0,0.0,0.0,20.36,1.79,0.0
20190125:0506,146.57,210.67,14.8,21.33,1.38,0.0
20190125:0606,370.27,481.71,28.73,24.62,2.0,0.0
20190125:0706,554.04,722.19,42.25,27.04,2.76,0.0
20190125:0806,590.81,785.05,54.82,29.11,2.83,0.0
20190125:0906,731.64,996.36,64.93,30.88,3.03,0.0
20190125:1006,749.78,1033.84,68.67,32.05,2.9,0.0
20190125:1106,531.44,722.05,63.24,33.1,2.69,0.0
20190125:1206,607.75,829.78,52.42,33.48,2.48,0.0
20190125:1306,43.77,73.91,39.59,33.83,2.28,0.0
20190125:1406,331.09,454.69,25.96,33.66,2.0,0.0
20190125:1506,90.47,146.35,11.97,33.14,1.59,0.0
20190125:1606,0.0,0.0,0.0,31.3,1.66,0.0
20190125:1706,0.0,0.0,0.0,29.01,1.86,0.0
20190125:1806,0.0,0.0,0.0,27.35,1.93,0.0
20190125:1906,0.0,0.0,0.0,26.22,2.21,0.0
20190125:2006,0.0,0.0,0.0,25.11,2.21,0.0
20190125:2106,0.0,0.0,0.0,24.25,2.14,0.0
20190125:2206,0.0,0.0,0.0,23.45,2.07,0.0
20190125:2306,0.0,0.0,0.0,22.79,2.0,0.0
20190126:0006,0.0,0.0,0.0,22.36,1.93,0.0
20190126:0106,0.0,0.0,0.0,21.89,1.86,0.0
20190126:0206,0.0,0.0,0.0,21.54,1.66,0.0
20190126:0306,0.0,0.0,0.0,21.26,1.52,0.0
20190126:0406,0.0,0.0,0.0,20.64,1.52,0.0
20190126:0506,144.78,207.79,14.77,21.52,1.31,0.0
20190126:0606,357.42,463.39,28.74,24.35,2.28,0.0
20190126:0706,551.8,720.56,42.29,26.58,2.41,0.0
20190126:0806,671.18,899.91,54.92,28.85,2.55,0.0
20190126:0906,738.7,1011.62,65.1,30.67,2.69,0.0
20190126:1006,724.46,996.27,68.93,31.98,2.9,0.0
20190126:1106,680.71,932.98,63.47,32.51,2.83,0.0
20190126:1206,312.25,420.12,52.6,32.49,2.83,0.0
20190126:1306,492.83,660.85,39.73,32.59,2.48,0.0
20190126:1406,302.57,412.28,26.07,32.59,2.14,0.0
20190126:1506,94.93,151.94,12.06,31.67,2.14,0.0
20190126:1606,0.0,0.0,0.0,29.47,2.83,0.0
20190126:1706,0.0,0.0,0.0,27.32,2.83,0.0
20190126:1806,0.0,0.0,0.0,25.88,2.28,0.0
20190126:1906,0.0,0.0,0.0,25.48,2.21,0.0
20190126:2006,0.0,0.0,0.0,24.43,2.0,0.0
20190126:2106,0.0,0.0,0.0,23.66,1.79,0.0
20190126:2206,0.0,0.0,0.0,23.0,1.59,0.0
20190126:2306,0.0,0.0,0.0,22.36,1.45,0.0
20190127:0006,0.0,0.0,0.0,21.64,1.31,0.0
20190127:0106,0.0,0.0,0.0,20.88,1.17,0.0
20190127:0206,0.0,0.0,0.0,20.24,0.9,0.0
20190127:0306,0.0,0.0,0.0,19.75,0.9,0.0
20190127:0406,0.0,0.0,0.0,19.37,1.24,0.0
20190127:0506,144.36,206.53,14.75,20.57,1.1,0.0
20190127:0606,367.62,478.69,28.74,24.32,1.72,0.0
20190127:0706,494.77,647.68,42.34,27.08,2.21,0.0
20190127:0806,643.62,861.19,55.01,29.25,2.69,0.0
20190127:0906,740.53,1014.34,65.28,31.24,2.9,0.0
20190127:1006,758.31,1052.81,69.18,32.55,2.76,0.0
20190127:1106,637.67,879.39,63.7,33.51,2.48,0.0
20190127:1206,508.27,692.81,52.78,34.09,2.34,0.0
20190127:1306,429.5,582.09,39.86,34.31,2.14,0.0
20190127:1406,317.09,435.47,26.17,33.86,1.93,0.0
20190127:1506,111.23,182.27,12.14,33.13,1.72,0.0
20190127:1606,0.0,0.0,0.0,31.43,1.86,0.0
20190127:1706,0.0,0.0,0.0,29.3,1.72,0.0
20190127:1806,0.0,0.0,0.0,27.8,1.52,0.0
20190127:1906,0.0,0.0,0.0,26.7,1.93,0.0
20190127:2006,0.0,0.0,0.0,25.69,1.93,0.0
20190127:2106,0.0,0.0,0.0,24.88,1.86,0.0
20190127:2206,0.0,0.0,0.0,24.32,1.79,0.0
20190127:2306,0.0,0.0,0.0,23.35,1.72,0.0
20190128:0006,0.0,0.0,0.0,22.75,1.72,0.0
20190128:0106,0.0,0.0,0.0,21.79,1.79,0.0
20190128:0206,0.0,0.0,0.0,21.58,1.79,0.0
20190128:0306,0.0,0.0,0.0,20.99,1.66,0.0
20190128:0406,0.0,0.0,0.0,20.56,1.72,0.0
20190128:0506,163.79,237.66,14.74,21.06,1.31,0.0
20190128:0606,388.4,508.25,28.75,25.14,1.72,0.0
20190128:0706,563.77,740.09,42.38,27.87,2.62,0.0
20190128:0806,682.03,914.84,55.11,30.22,3.17,0.0
20190128:0906,745.51,1022.22,65.47,32.19,3.24,0.0
20190128:1006,759.7,1061.67,69.45,33.78,2.83,0.0
20190128:1106,717.76,1006.09,63.93,34.92,2.55,0.0
20190128:1206,586.87,809.92,52.95,35.58,2.48,0.0
20190128:1306,440.84,600.0,40.0,35.8,2.55,0.0
20190128:1406,313.9,432.58,26.28,35.56,2.62,0.0
20190128:1506,117.62,195.45,12.22,34.79,2.62,0.0
20190128:1606,0.0,0.0,0.0,32.91,1.93,0.0
20190128:1706,0.0,0.0,0.0,30.64,2.14,0.0
20190128:1806,0.0,0.0,0.0,29.01,2.62,0.0
20190128:1906,0.0,0.0,0.0,27.87,2.83,0.0
20190128:2006,0.0,0.0,0.0,27.19,3.24,0.0
20190128:2106,0.0,0.0,0.0,26.44,2.9,0.0
20190128:2206,0.0,0.0,0.0,25.57,2.21,0.0
20190128:2306,0.0,0.0,0.0,24.39,1.52,0.0
20190129:0006,0.0,0.0,0.0,22.88,1.17,0.0
20190129:0106,0.0,0.0,0.0,22.15,1.17,0.0
20190129:0206,0.0,0.0,0.0,21.38,1.17,0.0
20190129:0306,0.0,0.0,0.0,20.89,1.1,0.0
20190129:0406,0.0,0.0,0.0,20.55,1.52,0.0
20190129:0506,154.1,223.18,14.73,21.52,1.24,0.0
20190129:0606,334.25,438.09,28.77,25.69,1.72,0.0
20190129:0706,550.52,718.38,42.43,29.18,3.86,0.0
20190129:0806,672.96,898.7,55.22,31.52,4.07,0.0
20190129:0906,736.97,1010.36,65.66,33.26,3.59,0.0
20190129:1006,748.33,1043.53,69.72,34.51,3.1,0.0
20190129:1106,698.7,973.05,64.17,35.37,2.97,0.0
20190129:1206,595.15,815.1,53.13,35.83,3.24,0.0
20190129:1306,486.63,656.22,40.13,35.84,3.72,0.0
20190129:1406,290.2,396.48,26.38,35.32,4.14,0.0
20190129:1506,111.41,181.26,12.3,34.23,4.28,0.0
20190129:1606,0.0,0.0,0.0,32.55,3.79,0.0
20190129:1706,0.0,0.0,0.0,30.76,4.0,0.0
20190129:1806,0.0,0.0,0.0,29.46,4.07,0.0
20190129:1906,0.0,0.0,0.0,28.4,4.28,0.0
20190129:2006,0.0,0.0,0.0,27.4,4.21,0.0
20190129:2106,0.0,0.0,0.0,26.44,3.93,0.0
20190129:2206,0.0,0.0,0.0,25.52,3.59,0.0
20190129:2306,0.0,0.0,0.0,24.73,3.24,0.0
20190130:0006,0.0,0.0,0.0,24.0,3.03,0.0
20190130:0106,0.0,0.0,0.0,23.32,2.9,0.0
20190130:0206,0.0,0.0,0.0,22.72,2.83,0.0
20190130:0306,0.0,0.0,0.0,22.21,2.76,0.0
20190130:0406,0.0,0.0,0.0,21.76,2.76,0.0
20190130:0506,157.1,227.53,14.72,22.38,2.55,0.0
20190130:0606,380.96,494.27,28.79,25.48,3.03,0.0
20190130:0706,555.83,729.62,42.48,28.48,2.9,0.0
20190130:0806,676.38,906.6,55.33,31.24,3.66,0.0
20190130:0906,746.55,1019.25,65.86,33.21,4.0,0.0
20190130:1006,765.55,1053.43,69.99,34.59,4.28,0.0
20190130:1106,715.9,981.96,64.41,35.42,4.34,0.0
20190130:1206,553.3,748.25,53.31,35.79,4.41,0.0
20190130:1306,512.43,686.93,40.26,35.75,4.55,0.0
20190130:1406,330.4,449.58,26.48,35.15,4.55,0.0
20190130:1506,115.0,186.76,12.37,34.15,4.48,0.0
20190130:1606,0.0,0.0,0.0,32.37,3.72,0.0
20190130:1706,0.0,0.0,0.0,30.55,3.79,0.0
20190130:1806,0.0,0.0,0.0,29.23,4.07,0.0
20190130:1906,0.0,0.0,0.0,28.19,4.34,0.0
20190130:2006,0.0,0.0,0.0,27.2,4.21,0.0
20190130:2106,0.0,0.0,0.0,26.27,3.79,0.0
20190130:2206,0.0,0.0,0.0,25.32,3.17,0.0
20190130:2306,0.0,0.0,0.0,24.41,2.41,0.0
20190131:0006,0.0,0.0,0.0,23.45,1.72,0.0
20190131:0106,0.0,0.0,0.0,22.16,1.45,0.0
20190131:0206,0.0,0.0,0.0,21.42,1.66,0.0
20190131:0306,0.0,0.0,0.0,21.15,2.0,0.0
20190131:0406,0.0,0.0,0.0,20.26,2.14,0.0
20190131:0506,166.48,241.71,14.71,20.94,1.86,0.0
20190131:0606,395.42,514.88,28.81,24.81,2.14,0.0
20190131:0706,566.01,742.13,42.54,28.33,2.97,0.0
20190131:0806,687.48,918.84,55.44,30.97,3.86,0.0
20190131:0906,757.27,1032.47,66.06,32.93,4.07,0.0
20190131:1006,777.14,1072.9,70.27,34.35,4.0,0.0
20190131:1106,739.88,1019.39,64.64,35.27,4.07,0.0
20190131:1206,636.72,866.19,53.48,35.73,4.14,0.0
20190131:1306,515.69,692.92,40.39,35.71,4.21,0.0
20190131:1406,327.21,445.74,26.58,35.19,4.28,0.0
20190131:1506,117.54,191.27,12.45,34.17,4.28,0.0
20190131:1606,0.0,0.0,0.0,32.48,3.59,0.0
20190131:1706,0.0,0.0,0.0,30.75,3.79,0.0
20190131:1806,0.0,0.0,0.0,29.55,4.28,0.0
20190131:1906,0.0,0.0,0.0,28.59,4.48,0.0
20190131:2006,0.0,0.0,0.0,27.63,4.34,0.0
20190131:2106,0.0,0.0,0.0,26.7,4.07,0.0
20190131:2206,0.0,0.0,0.0,25.85,3.66,0.0
20190131:2306,0.0,0.0,0.0,24.91,3.1,0.0
20190201:0006,0.0,0.0,0.0,24.14,2.69,0.0
20190201:0106,0.0,0.0,0.0,23.44,2.41,0.0
20190201:0206,0.0,0.0,0.0,22.93,2.28,0.0
20190201:0306,0.0,0.0,0.0,22.36,2.21,0.0
20190201:0406,0.0,0.0,0.0,21.85,2.14,0.0
20190201:0506,159.18,232.01,14.7,22.43,1.93,0.0
20190201:0606,384.77,501.27,28.83,25.62,2.55,0.0
20190201:0706,563.45,736.34,42.6,28.61,3.45,0.0
20190201:0806,687.57,912.07,55.55,31.11,4.69,0.0
20190201:0906,758.6,1025.7,66.26,32.79,4.76,0.0
20190201:1006,773.39,1060.89,70.55,34.29,4.48,0.0
20190201:1106,740.39,1017.88,64.88,35.3,4.28,0.0
20190201:1206,639.82,871.01,53.65,35.8,4.14,0.0
20190201:1306,508.97,684.87,40.52,35.88,4.14,0.0
20190201:1406,283.69,387.36,26.68,35.32,4.21,0.0
20190201:1506,118.72,193.21,12.52,34.4,4.07,0.0
20190201:1606,0.0,0.0,0.0,32.66,3.52,0.0
20190201:1706,0.0,0.0,0.0,30.71,3.59,0.0
20190201:1806,0.0,0.0,0.0,29.34,3.79,0.0
20190201:1906,0.0,0.0,0.0,28.22,4.0,0.0
20190201:2006,0.0,0.0,0.0,27.28,3.93,0.0
20190201:2106,0.0,0.0,0.0,26.38,3.79,0.0
20190201:2206,0.0,0.0,0.0,25.53,3.59,0.0
20190201:2306,0.0,0.0,0.0,24.71,3.31,0.0
20190202:0006,0.0,0.0,0.0,24.05,3.03,0.0
20190202:0106,0.0,0.0,0.0,23.34,2.69,0.0
20190202:0206,0.0,0.0,0.0,22.61,2.41,0.0
20190202:0306,0.0,0.0,0.0,21.99,2.21,0.0
20190202:0406,0.0,0.0,0.0,21.44,2.14,0.0
20190202:0506,159.32,231.61,14.7,21.94,1.72,0.0
20190202:0606,385.22,502.0,28.85,25.26,2.28,0.0
20190202:0706,550.77,721.96,42.66,28.36,2.97,0.0
20190202:0806,685.84,914.76,55.67,30.98,4.07,0.0
20190202:0906,755.0,1029.41,66.47,32.91,4.07,0.0
20190202:1006,777.0,1077.12,70.84,34.34,3.72,0.0
20190202:1106,742.28,1034.12,65.12,35.34,3.31,0.0
20190202:1206,559.62,768.44,53.82,35.86,2.9,0.0
20190202:1306,510.96,696.19,40.65,35.93,2.76,0.0
20190202:1406,335.48,461.41,26.77,35.64,2.83,0.0
20190202:1506,111.69,180.58,12.59,34.78,2.83,0.0
20190202:1606,0.0,0.0,0.0,32.98,2.34,0.0
20190202:1706,0.0,0.0,0.0,30.87,2.69,0.0
20190202:1806,0.0,0.0,0.0,29.35,3.31,0.0
20190202:1906,0.0,0.0,0.0,28.17,3.52,0.0
20190202:2006,0.0,0.0,0.0,27.32,3.52,0.0
20190202:2106,0.0,0.0,0.0,26.48,3.1,0.0
20190202:2206,0.0,0.0,0.0,25.71,2.34,0.0
20190202:2306,0.0,0.0,0.0,24.44,1.17,0.0
20190203:0006,0.0,0.0,0.0,23.26,1.38,0.0
20190203:0106,0.0,0.0,0.0,22.08,1.66,0.0
20190203:0206,0.0,0.0,0.0,21.1,1.38,0.0
20190203:0306,0.0,0.0,0.0,20.34,1.17,0.0
20190203:0406,0.0,0.0,0.0,19.9,1.45,0.0
20190203:0506,160.21,232.69,14.71,20.98,1.31,0.0
20190203:0606,383.2,503.87,28.88,26.14,1.72,0.0
20190203:0706,555.67,736.62,42.73,28.72,2.14,0.0
20190203:0806,676.57,913.32,55.79,31.1,3.03,0.0
20190203:0906,745.36,1027.94,66.68,32.97,3.17,0.0
20190203:1006,760.94,1069.39,71.14,34.43,2.76,0.0
20190203:1106,723.78,1021.13,65.37,35.38,2.41,0.0
20190203:1206,645.46,899.68,53.99,35.93,2.34,0.0
20190203:1306,508.82,695.76,40.77,36.08,2.48,0.0
20190203:1406,329.42,453.26,26.86,35.53,2.62,0.0
20190203:1506,117.47,191.19,12.65,34.77,2.76,0.0
20190203:1606,0.0,0.0,0.0,33.32,2.14,0.0
20190203:1706,0.0,0.0,0.0,31.5,2.07,0.0
20190203:1806,0.0,0.0,0.0,30.14,2.34,0.0
20190203:1906,0.0,0.0,0.0,29.04,2.28,0.0
20190203:2006,0.0,0.0,0.0,27.76,2.28,0.0
20190203:2106,0.0,0.0,0.0,26.62,2.0,0.0
20190203:2206,0.0,0.0,0.0,25.55,1.86,0.0
20190203:2306,0.0,0.0,0.0,24.43,1.79,0.0
20190204:0006,0.0,0.0,0.0,23.56,1.79,0.0
20190204:0106,0.0,0.0,0.0,22.78,1.86,0.0
20190204:0206,0.0,0.0,0.0,22.54,1.86,0.0
20190204:0306,0.0,0.0,0.0,21.73,1.93,0.0
20190204:0406,0.0,0.0,0.0,21.14,2.07,0.0
20190204:0506,155.9,226.47,14.71,21.92,1.72,0.0
20190204:0606,382.94,500.24,28.92,25.55,2.14,0.0
20190204:0706,557.38,732.97,42.8,28.68,2.83,0.0
20190204:0806,678.91,912.91,55.92,31.32,3.45,0.0
20190204:0906,741.06,1022.26,66.9,33.28,3.24,0.0
20190204:1006,759.73,1069.96,71.43,34.82,2.76,0.0
20190204:1106,724.62,1027.98,65.61,35.87,2.28,0.0
20190204:1206,644.79,904.51,54.16,36.5,2.14,0.0
20190204:1306,506.31,696.39,40.89,36.46,2.14,0.0
20190204:1406,314.28,435.12,26.95,36.3,2.21,0.0
20190204:1506,60.75,99.16,12.71,35.69,2.55,0.0
20190204:1606,0.0,0.0,0.0,34.28,2.14,0.0
20190204:1706,0.0,0.0,0.0,32.06,2.34,0.0
20190204:1806,0.0,0.0,0.0,30.69,3.03,0.0
20190204:1906,0.0,0.0,0.0,29.69,3.17,0.0
20190204:2006,0.0,0.0,0.0,28.66,2.9,0.0
20190204:2106,0.0,0.0,0.0,27.76,2.07,0.0
20190204:2206,0.0,0.0,0.0,26.76,1.31,0.0
20190204:2306,0.0,0.0,0.0,26.03,1.31,0.0
20190205:0006,0.0,0.0,0.0,25.12,1.59,0.0
20190205:0106,0.0,0.0,0.0,24.2,1.72,0.0
20190205:0206,0.0,0.0,0.0,23.3,1.72,0.0
20190205:0306,0.0,0.0,0.0,23.04,1.79,0.0
20190205:0406,0.0,0.0,0.0,22.2,1.93,0.0
20190205:0506,124.66,179.72,14.72,22.87,1.79,0.0
20190205:0606,333.0,435.28,28.95,26.32,2.55,0.0
20190205:0706,481.18,626.81,42.87,29.09,3.93,0.0
20190205:0806,644.81,854.58,56.04,31.41,4.69,0.0
20190205:0906,727.19,985.28,67.12,33.27,4.55,0.0
20190205:1006,744.96,1025.73,71.74,34.75,4.14,0.0
20190205:1106,708.06,979.48,65.85,35.78,3.72,0.0
20190205:1206,624.78,857.78,54.33,36.26,3.45,0.0
20190205:1306,463.15,627.47,41.01,36.45,3.52,0.0
20190205:1406,311.08,426.05,27.03,36.06,3.86,0.0
20190205:1506,86.58,137.57,12.77,35.04,4.07,0.0
20190205:1606,0.0,0.0,0.0,33.43,3.52,0.0
20190205:1706,0.0,0.0,0.0,31.5,3.31,0.0
20190205:1806,0.0,0.0,0.0,29.99,3.24,0.0
20190205:1906,0.0,0.0,0.0,28.44,2.28,0.0
20190205:2006,0.0,0.0,0.0,27.31,2.14,0.0
20190205:2106,0.0,0.0,0.0,26.32,2.14,0.0
20190205:2206,0.0,0.0,0.0,25.5,2.21,0.0
20190205:2306,0.0,0.0,0.0,24.84,2.28,0.0
20190206:0006,0.0,0.0,0.0,24.25,1.93,0.0
20190206:0106,0.0,0.0,0.0,23.3,0.97,0.0
20190206:0206,0.0,0.0,0.0,23.57,0.41,0.0
20190206:0306,0.0,0.0,0.0,22.01,0.9,0.0
20190206:0406,0.0,0.0,0.0,22.16,0.55,0.0
20190206:0506,129.44,187.62,14.73,22.5,0.28,0.0
20190206:0606,341.72,450.29,28.99,25.96,1.24,0.0
20190206:0706,539.63,714.19,42.94,28.16,1.93,0.0
20190206:0806,670.72,901.63,56.17,30.32,2.97,0.0
20190206:0906,741.02,1016.25,67.34,32.11,3.17,0.0
20190206:1006,751.26,1045.16,72.04,33.54,2.97,0.0
20190206:1106,725.15,1015.68,66.09,34.57,2.55,0.0
20190206:1206,638.97,890.0,54.49,35.18,2.07,0.0
20190206:1306,501.84,688.16,41.12,35.36,1.86,0.0
20190206:1406,317.04,437.79,27.12,35.03,1.66,0.0
20190206:1506,118.36,192.6,12.83,34.21,1.45,0.0
20190206:1606,0.0,0.0,0.0,32.63,1.1,0.0
20190206:1706,0.0,0.0,0.0,30.59,1.45,0.0
20190206:1806,0.0,0.0,0.0,28.95,1.72,0.0
20190206:1906,0.0,0.0,0.0,28.09,2.0,0.0
20190206:2006,0.0,0.0,0.0,27.09,2.21,0.0
